JP,EN
<Else (Switch #821 (★カンナ生存ルート))>,<Else (Switch #821 (★カンナ生存ルート))>
,
{ソウ} [ソウ / cara5-20],{ソウ} [ソウ / cara5-20]
#Message#,#Message#
\.「………」,\.".........."
##,##
,
<Condition End (Switch #821 (★カンナ生存ルート))>,<Condition End (Switch #821 (★カンナ生存ルート))>
,
{Qタロウ} [Qタロウ / cara4-6],{Qタロウ} [Qタロウ / cara4-6]
#Message#,#Message#
\.「………」,\.".........."
##,##
,
{ギン} [ギン / cara9-3],{ギン} [ギン / cara9-3]
#Message#,#Message#
\.「………」,\.".........."
##,##
,
{サラ},{サラ}
{SE: Accent21-1},{SE: Accent21-1}
#Message#,#Message#
\.「な…ない…」,\."N-No... we didn't..."
##,##
,
{\N[4]} [ミドリ / cara19-2],{\N[4]} [ミドリ / cara19-2]
{SE: Accent24-1},{SE: Accent24-1}
#Message#,#Message#
\.「あらら…　じゃあまた推理が外れちゃったんだね,\."Oh dear... Then it looks like your reasoning's
　サラさん」," gone wrong again, miss Sara."""
##,##
,
{サラ},{サラ}
#Message#,#Message#
\.\C[4]（そんな…！）,\.\C[4](No way...!)
##,##
,
#Message#,#Message#
\.「誰か…！　心当たりは無いんですか…!?」,\."Does no one have any ideas?!"
##,##
,
#Message#,#Message#
\.「少しだけでも…　話した記憶があるとか…！」,"\.""I mean, does anyone remember"
##, talking to her even a little...?!"
,##
,
{\N[4]} [ミドリ / cara19-4],{\N[4]} [ミドリ / cara19-4]
#Message#,#Message#
\.「あはは…」,\."Ahaha..."
##,##
,
{サラ},{サラ}
#Message#,#Message#
\.「くっ……!!」,\."Urgh...!!"
##,##
,
{N/A},{N/A}
{SE: Accent21-1},{SE: Accent21-1}
#Message#,#Message#
「待て…」,"Wait..."
##,##
,
<If Switch #821 (★カンナ生存ルート) is ON>,<If Switch #821 (★カンナ生存ルート) is ON>
,
<If Switch #642 (★レコ生存ルート) is ON>,<If Switch #642 (★レコ生存ルート) is ON>
,
{レコ} [レコ / cara6-8],{レコ} [レコ / cara6-8]
{SE: Accent41-1},{SE: Accent41-1}
#Message#,#Message#
\.「………」,\.".........."
##,##
,
{サラ},{サラ}
#Message#,#Message#
\.「レコさん…？」,\."Reko...?"
##,##
,
<Else (Switch #642 (★レコ生存ルート))>,<Else (Switch #642 (★レコ生存ルート))>
,
{アリス} [アリス / cara11-18],{アリス} [アリス / cara11-18]
{SE: Accent41-1},{SE: Accent41-1}
#Message#,#Message#
\.「………」,\.".........."
##,##
,
{サラ},{サラ}
#Message#,#Message#
\.「アリスさん…？」,\."Alice...?"
##,##
,
<Condition End (Switch #642 (★レコ生存ルート))>,<Condition End (Switch #642 (★レコ生存ルート))>
,
<Else (Switch #821 (★カンナ生存ルート))>,<Else (Switch #821 (★カンナ生存ルート))>
,
{Qタロウ} [Qタロウ / cara4-9],{Qタロウ} [Qタロウ / cara4-9]
{SE: Accent41-1},{SE: Accent41-1}
#Message#,#Message#
\.「………」,\.".........."
##,##
,
{サラ},{サラ}
#Message#,#Message#
\.「Qタロウさん…？」,\."Q-taro...?"
##,##
,
<Condition End (Switch #821 (★カンナ生存ルート))>,<Condition End (Switch #821 (★カンナ生存ルート))>
,
<If Switch #821 (★カンナ生存ルート) is ON>,<If Switch #821 (★カンナ生存ルート) is ON>
,
<Condition End (Switch #821 (★カンナ生存ルート))>,<Condition End (Switch #821 (★カンナ生存ルート))>
,
{N/A},{N/A}
#Message#,#Message#
,
　　　　　　　　　　\C[3]ヒナコとの関係,　　　　　　　　　\C[3]Connection to Hinako
##,##
,
<If Switch #821 (★カンナ生存ルート) is ON>,<If Switch #821 (★カンナ生存ルート) is ON>
,
<If Switch #642 (★レコ生存ルート) is ON>,<If Switch #642 (★レコ生存ルート) is ON>
,
{レコ} [レコ / cara6-9],{レコ} [レコ / cara6-9]
{SE: Accent21-1},{SE: Accent21-1}
#Message#,#Message#
「ずーっと…　気になってた事がある…」,"There's something... I've been wondering about..."
##,##
,
<Else (Switch #642 (★レコ生存ルート))>,<Else (Switch #642 (★レコ生存ルート))>
,
{アリス} [アリス / cara11-4],{アリス} [アリス / cara11-4]
{SE: Accent21-1},{SE: Accent21-1}
#Message#,#Message#
「小さなトゲの様なものが　心の奥に刺さっている感覚が,"""I feel this sensation,"
　あるんだ…」, as if there's a thorn stuck deep in my heart..."
##,##
,
<Condition End (Switch #642 (★レコ生存ルート))>,<Condition End (Switch #642 (★レコ生存ルート))>
,
<Else (Switch #821 (★カンナ生存ルート))>,<Else (Switch #821 (★カンナ生存ルート))>
,
{Qタロウ} [Qタロウ / cara4-9],{Qタロウ} [Qタロウ / cara4-9]
{SE: Accent21-1},{SE: Accent21-1}
#Message#,#Message#
「長いこと　気になってたんだ…」,"I've been curious 'bout this a long time..."
##,##
,
<Condition End (Switch #821 (★カンナ生存ルート))>,<Condition End (Switch #821 (★カンナ生存ルート))>
,
,
**********Common1725********** (◆Q「気がかり」),**********Common1725********** (◆Q「気がかり」)
{Qタロウ},{Qタロウ}
#Message#,#Message#
「アリスは『試練がどうたら　スピーカーから鳴ってたが,"""Alice said ""A speaker said something about a trial,"
　バカバカしい　身を隠すのが先決だ』…と言ってた」, but it was foolish; I committed myself to hiding"..."
##,##
,
#Message#,#Message#
「長いこと　気になってたんだ…」,"I've been curious 'bout this a long time..."
##,##
,
#Choice#,#Choice#
\V[3]を使う,Use \V[3]
やめる,Cancel
##,##
,
<\V[3]を使う>,<\V[3]を使う>
,
{Qタロウ} [Qタロウ / cara4-6],{Qタロウ} [Qタロウ / cara4-6]
#Message#,#Message#
「すまん…！　よくわからんぜよ…！」,"Sorry! Don't really follow...!"
##,##
,
<やめる>,<やめる>
,
<Choice End>,<Choice End>
,
#Choice#,#Choice#
発言をストックする,Store statement
やめる,Cancel
##,##
,
<発言をストックする>,<発言をストックする>
,
<やめる>,<やめる>
,
<Choice End>,<Choice End>
,
#Choice#,#Choice#
ストックを解除する,Clear stored statement
このまま,Keep it
##,##
,
<ストックを解除する>,<ストックを解除する>
,
<このまま>,<このまま>
,
<Choice End>,<Choice End>
,
#Choice#,#Choice#
ストックした発言を当てる,Apply stored statement
やめる,Cancel
##,##
,
<ストックした発言を当てる>,<ストックした発言を当てる>
,
{Qタロウ} [Qタロウ / cara4-6],{Qタロウ} [Qタロウ / cara4-6]
#Message#,#Message#
「すまん…！　よくわからんぜよ…！」,"Sorry! Don't really follow...!"
##,##
,
<やめる>,<やめる>
,
<Choice End>,<Choice End>
,
{Qタロウ} [Qタロウ / cara4-9],{Qタロウ} [Qタロウ / cara4-9]
#Message#,#Message#
「サラ…　お前さんは　思い当たる道具を,"Sara... Does that bring anything to mind?
　持ってるんじゃないか…？」, Like some kinda item...?"
##,##
,
{SE: Accent21-1},{SE: Accent21-1}
#Message#,#Message#
「こんなこと…　話したいもんじゃ　ねえんだが…」,"""This ain't somethin' I wanna talk about, but..."""
##,##
,
[Qタロウ / cara4-6],[Qタロウ / cara4-6]
{SE: se_maoudamashii_magical14},{SE: se_maoudamashii_magical14}
#Message#,#Message#
\.「オレ達が…　\C[2]アリス\C[0]に初めて会った時の事を,\."Do you remember when we first met \C[2]Alice\C[0]...?"
　覚えてるぜよ…？」,##
##,
,
{サラ},{サラ}
{SE: Accent41-1},{SE: Accent41-1}
#Message#,#Message#
\.「アリスさん…？」,\."Alice...?"
##,##
,
{Qタロウ} [アリス / cara11-1],{Qタロウ} [アリス / cara11-1]
#Message#,#Message#
「ヤツは…　オレ達から尋問を受けていた…」,"We were questioning him..."
##,##
,
{SE: Accent21-1},{SE: Accent21-1}
#Message#,#Message#
\.「そして　こう答えてたぜよ…」,\."And this is one of the responses he gave..."
##,##
,
{SE: Accent28-1},{SE: Accent28-1}
#Message#,#Message#
\.「『試練がどうたら　スピーカーから鳴ってたが,"\.""""A speaker said something about a trial,"
　バカバカしい　身を隠すのが先決だ』…ってな」, but it was foolish; I committed myself to hiding"..."
##,##
,
[Qタロウ / cara4-9],[Qタロウ / cara4-9]
#Message#,#Message#
「なあ…サラ」,"Hey... Sara..."
##,##
,
{SE: se_maoudamashii_magical14},{SE: se_maoudamashii_magical14}
#Message#,#Message#
\.「もしかしたら…　お前さんは　思い当たる道具を…,\."Does that bring anything to mind?
　持ってるんじゃないか…？」, Like some kinda item...?"
##,##
,
,
**********Common1726********** (◆ﾚｺ「気がかり」),**********Common1726********** (◆ﾚｺ「気がかり」)
{レコ},{レコ}
#Message#,#Message#
「アリスは『試練がどうたら　スピーカーから鳴ってたが,"""Alice said ""A speaker said something about a trial,"
　バカバカしい　身を隠すのが先決だ』…と言ってた」, but it was foolish; I committed myself to hiding"..."
##,##
,
#Message#,#Message#
「ずーっと…　気になってた事がある…」,"There's something... I've been wondering about..."
##,##
,
#Choice#,#Choice#
\V[3]を使う,Use \V[3]
やめる,Cancel
##,##
,
<\V[3]を使う>,<\V[3]を使う>
,
{レコ} [レコ / cara6-10],{レコ} [レコ / cara6-10]
#Message#,#Message#
「な　なんだ…!?　どういうことだ!?」,"W-What?! What do you mean by that?!"
##,##
,
<やめる>,<やめる>
,
<Choice End>,<Choice End>
,
#Choice#,#Choice#
発言をストックする,Store statement
やめる,Cancel
##,##
,
<発言をストックする>,<発言をストックする>
,
<やめる>,<やめる>
,
<Choice End>,<Choice End>
,
#Choice#,#Choice#
ストックを解除する,Clear stored statement
このまま,Keep it
##,##
,
<ストックを解除する>,<ストックを解除する>
,
<このまま>,<このまま>
,
<Choice End>,<Choice End>
,
#Choice#,#Choice#
ストックした発言を当てる,Apply stored statement
やめる,Cancel
##,##
,
<ストックした発言を当てる>,<ストックした発言を当てる>
,
{レコ} [レコ / cara6-10],{レコ} [レコ / cara6-10]
#Message#,#Message#
「な　なんだ…!?　どういうことだ!?」,"W-What?! What do you mean by that?!"
##,##
,
<やめる>,<やめる>
,
<Choice End>,<Choice End>
,
{レコ} [レコ / cara6-8],{レコ} [レコ / cara6-8]
#Message#,#Message#
「もしかしたら…　サラは　思い当たる道具を,"You don't happen to have some sort of item
　持ってるんじゃねえか…？」, that comes to mind...?"
##,##
,
{SE: Accent21-1},{SE: Accent21-1}
#Message#,#Message#
「もう…無視できねえよな」,"I can't ignore it anymore..."
##,##
,
[レコ / cara6-9],[レコ / cara6-9]
{SE: se_maoudamashii_magical14},{SE: se_maoudamashii_magical14}
#Message#,#Message#
\.「サラ…　\C[2]アリス\C[0]に初めて会った時の事を,\."Sara... You remember when we first met \C[2]Alice\C[0]?"
　覚えてるか…？」,##
##,
,
{サラ},{サラ}
{SE: Accent41-1},{SE: Accent41-1}
#Message#,#Message#
\.「アリスさん…？」,\."Alice...?"
##,##
,
{レコ} [アリス / cara11-1],{レコ} [アリス / cara11-1]
#Message#,#Message#
「アイツは…　私達から尋問を受けていた…」,"We were asking him questions..."
##,##
,
{SE: Accent21-1},{SE: Accent21-1}
#Message#,#Message#
\.「そして　こう答えてたんだ…」,\."And he gave an answer like this..."
##,##
,
{SE: Accent28-1},{SE: Accent28-1}
#Message#,#Message#
\.「『試練がどうたら　スピーカーから鳴ってたが,"\.""""A speaker said something about a trial,"
　バカバカしい　身を隠すのが先決だ』…ってな」, but it was foolish; I committed myself to hiding"..."
##,##
,
[レコ / cara6-9],[レコ / cara6-9]
#Message#,#Message#
「あのさ…サラ」,"Say... Sara."
##,##
,
[レコ / cara6-8],[レコ / cara6-8]
{SE: se_maoudamashii_magical14},{SE: se_maoudamashii_magical14}
#Message#,#Message#
\.「もしかしたら…　サラは　思い当たる道具を…,\."You don't happen to have some sort of item
　持ってるんじゃねえか…？」, that comes to mind...?"
##,##
,
,
**********Common1727********** (◆ｱﾘｽ「気がかり」),**********Common1727********** (◆ｱﾘｽ「気がかり」)
{アリス},{アリス}
#Message#,#Message#
「アリスは『試練がどうたら　スピーカーから鳴ってたが,"""I said: ""A speaker said something about a trial,"
　バカバカしい　身を隠すのが先決だ』…と言ってた」, but it was foolish; I committed myself to hiding"..."
##,##
,
#Message#,#Message#
「小さなトゲの様なものが　心の奥に刺さっている感覚が,"""I feel this sensation,"
　あるんだ…」, as if there's a thorn stuck deep in my heart..."
##,##
,
#Choice#,#Choice#
\V[3]を使う,Use \V[3]
やめる,Cancel
##,##
,
<\V[3]を使う>,<\V[3]を使う>
,
{アリス} [アリス / cara11-8],{アリス} [アリス / cara11-8]
#Message#,#Message#
「貴様の意図が伝わって来ないなぁ!!」,"Your intentions aren't clear at all!!"
##,##
,
<やめる>,<やめる>
,
<Choice End>,<Choice End>
,
#Choice#,#Choice#
発言をストックする,Store statement
やめる,Cancel
##,##
,
<発言をストックする>,<発言をストックする>
,
<やめる>,<やめる>
,
<Choice End>,<Choice End>
,
#Choice#,#Choice#
ストックを解除する,Clear stored statement
このまま,Keep it
##,##
,
<ストックを解除する>,<ストックを解除する>
,
<このまま>,<このまま>
,
<Choice End>,<Choice End>
,
#Choice#,#Choice#
ストックした発言を当てる,Apply stored statement
やめる,Cancel
##,##
,
<ストックした発言を当てる>,<ストックした発言を当てる>
,
{アリス} [アリス / cara11-3],{アリス} [アリス / cara11-3]
#Message#,#Message#
「くだらない…　それがどうして反論になる？」,"Worthless... How does that refute me?"
##,##
,
<やめる>,<やめる>
,
<Choice End>,<Choice End>
,
{アリス} [アリス / cara11-20],{アリス} [アリス / cara11-20]
#Message#,#Message#
「もしかしたら…　貴様は思い当たる道具を,"Do you perhaps have something on you
　持ってるんじゃないか…？」, that comes to mind...?"
##,##
,
[アリス / cara11-4],[アリス / cara11-4]
{SE: Accent21-1},{SE: Accent21-1}
#Message#,#Message#
「なんだ…　その…」,"Well... er..."
##,##
,
[アリス / cara11-17],[アリス / cara11-17]
{SE: se_maoudamashii_magical14},{SE: se_maoudamashii_magical14}
#Message#,#Message#
\.「オレと…　初めて会った時の事を…,\."Do you recall when you first met me...?"
　覚えてるか…？」,##
##,
,
{サラ},{サラ}
{SE: Accent41-1},{SE: Accent41-1}
#Message#,#Message#
\.「会った時…？」,\."When we met...?"
##,##
,
{アリス} [アリス / cara11-1],{アリス} [アリス / cara11-1]
#Message#,#Message#
「オレは…　貴様から尋問を受けた…」,"You were asking me questions..."
##,##
,
{SE: Accent21-1},{SE: Accent21-1}
#Message#,#Message#
\.「その時…話したハズだ」,\."And... I believe I said something like this."
##,##
,
{SE: Accent28-1},{SE: Accent28-1}
#Message#,#Message#
\.「『試練がどうたら　スピーカーから鳴ってたが,"\.""""A speaker said something about a trial,"
　バカバカしい　身を隠すのが先決だ』…と」, but it was foolish; I committed myself to hiding"..."
##,##
,
[アリス / cara11-18],[アリス / cara11-18]
#Message#,#Message#
「なあ…　千堂院 紗良…」,"Hey... Sara Chidouin..."
##,##
,
[アリス / cara11-20],[アリス / cara11-20]
{SE: se_maoudamashii_magical14},{SE: se_maoudamashii_magical14}
#Message#,#Message#
\.「もしかしたら…　貴様は思い当たる道具を,\."Do you perhaps have something on you
　持ってるんじゃないか…？」, that comes to mind...?"
##,##
,
,
**********Common1728********** (このひ),**********Common1728********** (このひ)
{Qタロウ} [Qタロウ / cara4-9],{Qタロウ} [Qタロウ / cara4-9]
{SE: se_maoudamashii_magical14},{SE: se_maoudamashii_magical14}
#Message#,#Message#
\.「なら…　ヒナコが最後に言いかけた…,<<<IGNORED>>>
　『この…ヒ…』って言葉は…！」,##
##,
,
[Qタロウ / cara4-11],[Qタロウ / cara4-11]
{SE: sceneswitch2},{SE: sceneswitch2}
#Message#,#Message#
\.「『この…ヒトゴロシ…！』,<<<IGNORED>>>
　人間だという事を　暗に伝えようとしてたぜよ…!!」,##
##,
,
{サラ},{サラ}
{SE: Accent41-1},{SE: Accent41-1}
#Message#,#Message#
\.「それは　どうでしょうか…」,<<<IGNORED>>>
##,##
,
{Qタロウ} [Qタロウ / cara4-12],{Qタロウ} [Qタロウ / cara4-12]
